timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1715406334141,2,Dashboard,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:80 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-312,text,false,,2629,0,447,1191,http://localhost/orangehrm-5.6/web/index.php/dashboard/index,0,0,2
1715406334147,3,Dashboard,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:80 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-344,text,false,,2629,0,446,1190,http://localhost/orangehrm-5.6/web/index.php/dashboard/index,0,0,2
1715406329114,5050,Dashboard,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:80 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-6,text,false,,2629,0,445,1188,http://localhost/orangehrm-5.6/web/index.php/dashboard/index,0,0,5050
1715406329125,5576,Dashboard,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:80 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-122,text,false,,4058,154,444,1212,http://localhost/orangehrm-5.6/web/index.php/auth/login,5573,0,6
1715406329125,5576,Dashboard-0,302,Found,Thread Group 1-122,text,true,,933,154,444,1212,http://localhost/orangehrm-5.6/web/index.php/dashboard/index,5573,0,6
1715406334700,1,Dashboard-1,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:80 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-122,text,false,,3125,0,444,1212,http://localhost/orangehrm-5.6/web/index.php/auth/login,0,0,1
1715406334702,1,Dashboard,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:80 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-285,text,false,,2629,0,443,1202,http://localhost/orangehrm-5.6/web/index.php/dashboard/index,0,0,1
1715406329132,5569,Dashboard,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:80 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-183,text,false,,4058,154,443,1202,http://localhost/orangehrm-5.6/web/index.php/auth/login,5563,0,6
1715406329132,5564,Dashboard-0,302,Found,Thread Group 1-183,text,true,,933,154,443,1202,http://localhost/orangehrm-5.6/web/index.php/dashboard/index,5563,0,6
1715406334695,6,Dashboard-1,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:80 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-183,text,false,,3125,0,443,1202,http://localhost/orangehrm-5.6/web/index.php/auth/login,0,0,6
